from_action,to_action,count,probability
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),envoi d'une demande de résiliation,3,0.05263157894736842
Partager un justificatif du PACS,demander un renvoi par mail d'échéancier,3,0.0020394289598912306
Changement de Mot de passe,Envoi d'une réclamation,3,0.001876172607879925
Télécharger un décompte,envoi d'une demande de résiliation,3,0.0013914656771799629
demander un renvoi par mail d'échéancier,Contactez nous : via message (Mes remboursements),3,0.006048387096774193
Ajout de la carte tiers payant dans le wallet,envoi d'une demande de résiliation,3,0.010273972602739725
Ajout de la carte tiers payant dans le wallet,demander un renvoi par mail d'échéancier,3,0.010273972602739725
envoi d'une demande de résiliation,Contactez nous : via message (Mes garanties),3,0.00423728813559322
envoi d'une demande de résiliation,Envoi carte TP par mail,3,0.00423728813559322
Contactez nous : via message (Mes garanties),Envoi d'un document,3,0.011857707509881422
Contactez nous : via message (Mes prises en charge/devis),Contactez nous : via message (Ma carte tiers-payant),3,0.018072289156626505
Contactez nous : via message (Ma carte tiers-payant),envoi d'une demande de résiliation,3,0.034482758620689655
demander un renvoi par mail d'échéancier,Changement de Mot de passe,3,0.006048387096774193
demander un renvoi par mail d'échéancier,Téléchargement de la carte de tiers payant,3,0.006048387096774193
demander un renvoi par mail d'échéancier,Renvoi carte TP papier,3,0.006048387096774193
Changer ses informations personnel,Envoi d'une réclamation,3,0.0008333333333333334
Téléchargement de la carte de tiers payant,Signature électronique d'un mandat sepa,3,0.001601708489054992
Téléchargement de la carte de tiers payant,envoi d'une demande de résiliation,3,0.001601708489054992
Connexion en tant que,Contactez nous : via message (Mes prises en charge/devis),3,0.0013630168105406633
"Contactez nous : via message (Mon adhésion, Autres)",Envoi carte TP par mail,3,0.011627906976744186
Télécharger un décompte,Contactez nous : via message (Mes remboursements),3,0.0013914656771799629
Contactez nous : via message (Ma carte tiers-payant),Contactez nous : via message (Ma carte tiers-payant),3,0.034482758620689655
Contactez nous : via message (Ma carte tiers-payant),Contactez nous : via message (Mes remboursements),3,0.034482758620689655
Contactez nous : via message (Ma carte tiers-payant),Contactez nous : via message (Mes prises en charge/devis),3,0.034482758620689655
Changer les coordonnées bancaire,envoi d'une demande de résiliation,3,0.0016
Envoi d'un message,Exporter remboursement,3,0.00663716814159292
SSO Disconnect,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",3,0.07142857142857142
Renvoi carte TP papier,demander un renvoi par mail d'échéancier,3,0.0027675276752767526
Signature électronique d'un mandat sepa,Téléchargement carte TP,3,0.0007930214115781126
Contactez nous : via message (Mes remboursements),Envoi carte TP par mail,3,0.010309278350515464
Connexion en tant que,Contactez nous : via message (Mes remboursements),3,0.0013630168105406633
Téléchargement carte TP,Contactez nous : via message (Mes prises en charge/devis),3,0.002830188679245283
"Contactez nous : via message (Mon adhésion, Autres)",Exporter remboursement,3,0.011627906976744186
Contactez nous : via message (Mes prises en charge/devis),demander un renvoi par mail d'échéancier,3,0.018072289156626505
Envoi d'une réclamation,Changer l'organisme de rattachement sécu. Social,3,0.0033707865168539327
Envoi d'une réclamation,Changer les coordonnées bancaire,3,0.0033707865168539327
envoi d'une demande de résiliation,"Contactez nous : via message (Mon adhésion, Autres)",3,0.00423728813559322
envoi d'une demande de résiliation,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),3,0.00423728813559322
Téléchargement de la carte de tiers payant,demander un renvoi par mail d'échéancier,3,0.001601708489054992
Envoi carte TP par mail,envoi d'une demande de résiliation,3,0.0035211267605633804
Connexion en tant que,Envoi d'un message,3,0.0013630168105406633
Connexion en tant que,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),3,0.0013630168105406633
Envoi d'un document,Contactez nous : via message (Mes cotisations),3,0.0010993037742762918
Envoi d'un document,Contactez nous : via message (Mes garanties),3,0.0010993037742762918
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Envoi d'une réclamation,3,0.0026362038664323375
Contactez nous : via message (Mes remboursements),Partager un justificatif du PACS,3,0.010309278350515464
Contactez nous : via message (Mes prises en charge/devis),Contactez nous : via message (Mes prises en charge/devis),2,0.012048192771084338
Contactez nous : via message (Mes garanties),Ouverture d'un document contractuel,2,0.007905138339920948
Renvoi carte TP papier,Contactez nous : via message (Mes prises en charge/devis),2,0.0018450184501845018
demander un renvoi par mail d'échéancier,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",2,0.004032258064516129
Partager un justificatif du PACS,Contactez nous : via message (Mes garanties),2,0.0013596193065941536
Exporter remboursement,Contactez nous : via message (Mes cotisations),2,0.0005625879043600563
Contactez nous : via message (Mes garanties),Envoi carte TP par mail,2,0.007905138339920948
Ajout de la carte tiers payant dans le wallet,Exporter remboursement,2,0.00684931506849315
envoi d'une demande de résiliation,Renvoi carte TP papier,2,0.002824858757062147
Contactez nous : via message (Mes garanties),Changer l'organisme de rattachement sécu. Social,2,0.007905138339920948
Contactez nous : via message (Mes garanties),Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),2,0.007905138339920948
demander un renvoi par mail d'échéancier,Envoi carte TP par mail,2,0.004032258064516129
demander un renvoi par mail d'échéancier,Contactez nous : via message (Mes cotisations),2,0.004032258064516129
Changement de Mot de passe,Contactez nous : via message (Mes garanties),2,0.0012507817385866166
Changer l'organisme de rattachement sécu. Social,Ajout de la carte tiers payant dans le wallet,2,0.0009560229445506692
Changer l'organisme de rattachement sécu. Social,Contactez nous : via message (Mes remboursements),2,0.0009560229445506692
Contactez nous : via message (Mes cotisations),Envoi d'un document,2,0.013333333333333334
Contactez nous : via message (Mes garanties),Partager un justificatif du PACS,2,0.007905138339920948
Contactez nous : via message (Mes prises en charge/devis),Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),2,0.012048192771084338
Partager un justificatif du PACS,Contactez nous : via message (Mes remboursements),2,0.0013596193065941536
Contactez nous : via message (Mes cotisations),Contactez nous : via message (Ma carte tiers-payant),2,0.013333333333333334
Changer l'organisme de rattachement sécu. Social,Télécharger un décompte,2,0.0009560229445506692
Envoi d'une réclamation,Contactez nous : via message (Mes cotisations),2,0.0022471910112359553
Envoi d'une réclamation,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),2,0.0022471910112359553
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),Exporter remboursement,2,0.03508771929824561
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),Contactez nous : via message (Mes remboursements),2,0.03508771929824561
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Téléchargement de la carte de tiers payant,2,0.0017574692442882249
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Téléchargement carte TP,2,0.0017574692442882249
Signature électronique d'un mandat sepa,demander un renvoi par mail d'échéancier,2,0.000528680941052075
Contactez nous : via message (Mes remboursements),Changer ses informations personnel,2,0.006872852233676976
Envoi d'un message,Signature électronique d'un mandat sepa,2,0.004424778761061947
demander un renvoi par mail d'échéancier,Contactez nous : via message (Ma carte tiers-payant),2,0.004032258064516129
Changer les coordonnées bancaire,Télécharger le certificat d'adhésion,2,0.0010666666666666667
SSO Disconnect,Télécharger le certificat d'adhésion,2,0.047619047619047616
SSO Disconnect,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",2,0.047619047619047616
SSO Disconnect,Changer les coordonnées bancaire,2,0.047619047619047616
Contactez nous : via message (Ma carte tiers-payant),Contactez nous : via message (Mes cotisations),2,0.022988505747126436
Télécharger un décompte,Contactez nous : via message (Mes garanties),2,0.0009276437847866419
Contactez nous : via message (Mes prises en charge/devis),Exporter remboursement,2,0.012048192771084338
Connexion en tant que,"Contactez nous : via message (Mon adhésion, Autres)",2,0.0009086778736937755
Connexion en tant que,Contactez nous : via message (Mes cotisations),2,0.0009086778736937755
Téléchargement de la carte de tiers payant,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",2,0.0010678056593699946
Téléchargement de la carte de tiers payant,Changer les coordonnées bancaire,2,0.0010678056593699946
Téléchargement de la carte de tiers payant,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",2,0.0010678056593699946
Changer ses informations personnel,envoi d'une demande de résiliation,2,0.0005555555555555556
Changer ses informations personnel,demander un renvoi par mail d'échéancier,2,0.0005555555555555556
"Contactez nous : via message (Mon adhésion, Autres)",Partager un justificatif du PACS,2,0.007751937984496124
Télécharger le certificat d'adhésion,Changer l'organisme de rattachement sécu. Social,2,0.0016806722689075631
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Téléchargement de la carte de tiers payant,2,0.002044989775051125
Déconnexion,Changer les coordonnées bancaire,2,0.034482758620689655
"Contactez nous : via message (Mon adhésion, Autres)",Renvoi carte TP papier,2,0.007751937984496124
Envoi carte TP par mail,"Contactez nous : via message (Mon adhésion, Autres)",2,0.002347417840375587
Envoi carte TP par mail,Envoi d'un message,2,0.002347417840375587
envoi d'une demande de résiliation,Changer l'organisme de rattachement sécu. Social,2,0.002824858757062147
Ajout de la carte tiers payant dans le wallet,Changer ses informations personnel,1,0.003424657534246575
Ajout de la carte tiers payant dans le wallet,Partager un justificatif du PACS,1,0.003424657534246575
envoi d'une demande de résiliation,Téléchargement carte TP,1,0.0014124293785310734
Changement de Mot de passe,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),1,0.0006253908692933083
envoi d'une demande de résiliation,Ajout de la carte tiers payant dans le wallet,1,0.0014124293785310734
envoi d'une demande de résiliation,Changer les coordonnées bancaire,1,0.0014124293785310734
envoi d'une demande de résiliation,Contactez nous : via message (Ma carte tiers-payant),1,0.0014124293785310734
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Contactez nous : via message (Mes garanties),1,0.0010224948875255625
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Contactez nous : via message (Mes remboursements),1,0.0010224948875255625
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Envoi d'un message,1,0.0008787346221441124
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Téléchargement carte TP,1,0.0010224948875255625
Changer ses informations personnel,Ajout de la carte tiers payant dans le wallet,1,0.0002777777777777778
Télécharger le certificat d'adhésion,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",1,0.0008403361344537816
Télécharger le certificat d'adhésion,Contactez nous : via message (Ma carte tiers-payant),1,0.0008403361344537816
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Contactez nous : via message (Ma carte tiers-payant),1,0.0010224948875255625
Changer ses informations personnel,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),1,0.0002777777777777778
Changer ses informations personnel,Contactez nous : via message (Mes garanties),1,0.0002777777777777778
Téléchargement carte TP,Signature électronique d'un mandat sepa,1,0.0009433962264150943
Téléchargement de la carte de tiers payant,Contactez nous : via message (Mes cotisations),1,0.0005339028296849973
Changer ses informations personnel,Contactez nous : via message (Ma carte tiers-payant),1,0.0002777777777777778
Téléchargement carte TP,Changer les coordonnées bancaire,1,0.0009433962264150943
Signature électronique d'un mandat sepa,Contactez nous : via message (Mes remboursements),1,0.0002643404705260375
Signature électronique d'un mandat sepa,"Contactez nous : via message (Mon adhésion, Autres)",1,0.0002643404705260375
Signature électronique d'un mandat sepa,Envoi d'un message,1,0.0002643404705260375
Signature électronique d'un mandat sepa,Envoi d'une réclamation,1,0.0002643404705260375
Télécharger un décompte,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),1,0.00046382189239332097
Télécharger un décompte,"Contactez nous : via message (Mon adhésion, Autres)",1,0.00046382189239332097
Changer les coordonnées bancaire,Téléchargement de la carte de tiers payant,1,0.0005333333333333334
Contactez nous : via message (Ma carte tiers-payant),Ajout de la carte tiers payant dans le wallet,1,0.011494252873563218
Contactez nous : via message (Ma carte tiers-payant),Changement de Mot de passe,1,0.011494252873563218
Contactez nous : via message (Ma carte tiers-payant),Changer l'organisme de rattachement sécu. Social,1,0.011494252873563218
Contactez nous : via message (Ma carte tiers-payant),Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),1,0.011494252873563218
Contactez nous : via message (Ma carte tiers-payant),Contactez nous : via message (Mes garanties),1,0.011494252873563218
Contactez nous : via message (Ma carte tiers-payant),Envoi d'un document,1,0.011494252873563218
Contactez nous : via message (Ma carte tiers-payant),Envoi d'une réclamation,1,0.011494252873563218
Signature électronique d'un mandat sepa,Ajout de la carte tiers payant dans le wallet,1,0.0002643404705260375
Signature électronique d'un mandat sepa,Contactez nous : via message (Ma carte tiers-payant),1,0.0002643404705260375
Signature électronique d'un mandat sepa,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),1,0.0002643404705260375
Changer les coordonnées bancaire,Contactez nous : via message (Mes cotisations),1,0.0005333333333333334
Changer les coordonnées bancaire,Téléchargement carte TP,1,0.0005333333333333334
Changer l'organisme de rattachement sécu. Social,Envoi d'un message,1,0.0004780114722753346
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),Changement de Mot de passe,1,0.017543859649122806
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),Changer ses informations personnel,1,0.017543859649122806
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),Contactez nous : via message (Mes garanties),1,0.017543859649122806
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),"Contactez nous : via message (Mon adhésion, Autres)",1,0.017543859649122806
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),Envoi d'un message,1,0.017543859649122806
Renvoi carte TP papier,Contactez nous : via message (Ma carte tiers-payant),1,0.0009225092250922509
Contactez nous : via message (Ma carte tiers-payant),Exporter remboursement,1,0.011494252873563218
Contactez nous : via message (Ma carte tiers-payant),Partager un justificatif du PACS,1,0.011494252873563218
Contactez nous : via message (Mes cotisations),"Changer les coordonnées bancaire, changement de RIB pour les remboursements",1,0.006666666666666667
Partager un justificatif du PACS,Contactez nous : via message (Mes cotisations),1,0.0006798096532970768
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),Téléchargement de la carte de tiers payant,1,0.017543859649122806
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),Télécharger le certificat d'adhésion,1,0.017543859649122806
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),Télécharger un décompte,1,0.017543859649122806
Contactez nous : via message (Mes cotisations),Changement de Mot de passe,1,0.006666666666666667
Changer les coordonnées bancaire,Ajout de la carte tiers payant dans le wallet,1,0.0005333333333333334
Changement de Mot de passe,envoi d'une demande de résiliation,1,0.0006253908692933083
Changer l'organisme de rattachement sécu. Social,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),1,0.0004780114722753346
Changer l'organisme de rattachement sécu. Social,Contactez nous : via message (Mes garanties),1,0.0004780114722753346
Changer l'organisme de rattachement sécu. Social,Contactez nous : via message (Mes prises en charge/devis),1,0.0004780114722753346
Ouverture d'un document contractuel,Contactez nous : via message (Ma carte tiers-payant),1,0.00043233895373973193
Ouverture d'un document contractuel,Contactez nous : via message (Mes prises en charge/devis),1,0.00043233895373973193
Contactez nous : via message (Mes garanties),Renvoi carte TP papier,1,0.003952569169960474
Contactez nous : via message (Mes garanties),Signature électronique d'un mandat sepa,1,0.003952569169960474
Contactez nous : via message (Mes cotisations),Envoi carte TP par mail,1,0.006666666666666667
Exporter remboursement,Ajout de la carte tiers payant dans le wallet,1,0.00028129395218002813
Exporter remboursement,Contactez nous : via message (Ma carte tiers-payant),1,0.00028129395218002813
Exporter remboursement,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),1,0.00028129395218002813
Contactez nous : via message (Mes prises en charge/devis),Changer ses informations personnel,1,0.006024096385542169
Contactez nous : via message (Mes prises en charge/devis),Envoi d'un document,1,0.006024096385542169
Envoi d'une réclamation,Téléchargement de la carte de tiers payant,1,0.0011235955056179776
Changement de Mot de passe,Contactez nous : via message (Mes prises en charge/devis),1,0.0006253908692933083
Changement de Mot de passe,"Contactez nous : via message (Mon adhésion, Autres)",1,0.0006253908692933083
Changement de Mot de passe,Envoi d'un message,1,0.0006253908692933083
demander un renvoi par mail d'échéancier,Changer l'organisme de rattachement sécu. Social,1,0.0020161290322580645
demander un renvoi par mail d'échéancier,Changer ses informations personnel,1,0.0020161290322580645
Envoi d'une réclamation,Changement de Mot de passe,1,0.0011235955056179776
Envoi d'une réclamation,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",1,0.0011235955056179776
Envoi d'une réclamation,Changer ses informations personnel,1,0.0011235955056179776
Contactez nous : via message (Mes garanties),Télécharger un décompte,1,0.003952569169960474
Envoi d'un message,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),1,0.0022123893805309734
Envoi d'un message,Téléchargement de la carte de tiers payant,1,0.0022123893805309734
Contactez nous : via message (Mes prises en charge/devis),Ouverture d'un document contractuel,1,0.006024096385542169
Contactez nous : via message (Mes prises en charge/devis),Renvoi carte TP papier,1,0.006024096385542169
Contactez nous : via message (Mes prises en charge/devis),Signature électronique d'un mandat sepa,1,0.006024096385542169
Contactez nous : via message (Mes remboursements),Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),1,0.003436426116838488
Contactez nous : via message (Mes remboursements),Renvoi carte TP papier,1,0.003436426116838488
Envoi carte TP par mail,demander un renvoi par mail d'échéancier,1,0.0011737089201877935
Envoi carte TP par mail,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),1,0.0011737089201877935
envoi d'une demande de résiliation,Téléchargement de la carte de tiers payant,1,0.0014124293785310734
"Contactez nous : via message (Mon adhésion, Autres)",Téléchargement de la carte de tiers payant,1,0.003875968992248062
demander un renvoi par mail d'échéancier,"Contactez nous : via message (Mon adhésion, Autres)",1,0.0020161290322580645
Ajout de la carte tiers payant dans le wallet,Signature électronique d'un mandat sepa,1,0.003424657534246575
Ajout de la carte tiers payant dans le wallet,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",1,0.003424657534246575
envoi d'une demande de résiliation,Contactez nous : via message (Mes prises en charge/devis),1,0.0014124293785310734
Ajout de la carte tiers payant dans le wallet,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",1,0.003424657534246575
Ajout de la carte tiers payant dans le wallet,Changer l'organisme de rattachement sécu. Social,1,0.003424657534246575
